"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","0","22","1271.48751822","1","0","0","0","2","left","out","Female","Right-handed","2","3","yes","left","d","878.761065353","1664.21397109","20","red","2"
"100","50","22","1289.81883321","1","1","0","1","2","right","in","Female","Right-handed","2","3","yes","right","d","1319.09234763","1297.20794877","20","green","1"
"100","66","22","1169.29227925","1","1","0","2","3","right","out","Female","Right-handed","2","3","yes","right","d","982.792859417","873.685483242","20","red","3"
"100","75","22","1164.78720303","1","1","0","3","1","right","out","Female","Right-handed","2","3","yes","right","s","1205.28237696","1097.26157176","20","green","1"
"100","80","22","1116.09741423","1","1","0","4","2","right","in","Female","Right-handed","2","3","yes","right","s","904.858332058","937.818186019","20","red","2"
"100","83","22","1060.56780603","1","1","0","5","1","left","in","Female","Right-handed","2","3","yes","left","s","900.43443596","665.405094056","20","green","1"
"100","85","22","1018.92707119","1","1","0","6","3","right","out","Female","Right-handed","2","3","yes","right","s","672.105721944","866.059602333","20","green","3"
"100","87","22","1016.32089411","1","1","0","7","2","right","in","Female","Right-handed","2","3","yes","right","d","1106.49582145","889.659487646","20","green","0"
"100","88","22","989.087127869","1","1","0","8","2","right","out","Female","Right-handed","2","3","yes","right","s","797.212118025","745.221877922","20","red","3"
"100","90","22","997.104743774","1","1","0","9","0","left","in","Female","Right-handed","2","3","yes","left","s","888.815053946","1249.7115199","20","red","3"
"100","90","22","981.66379416","1","1","0","10","2","right","in","Female","Right-handed","2","3","yes","right","d","973.267082863","681.241513172","20","red","1"
"100","91","22","1015.30739193","1","1","0","11","0","right","in","Female","Right-handed","2","3","yes","right","s","1224.88876117","1545.88517369","20","green","1"
"100","92","22","980.978791143","1","1","0","12","0","right","out","Female","Right-handed","2","3","yes","right","d","608.467235779","529.603927564","20","green","1"
"100","92","22","977.617765078","1","1","0","13","0","left","in","Female","Right-handed","2","3","yes","left","d","1274.77032237","593.078530088","20","red","2"
"100","93","22","981.947698777","1","1","0","14","1","right","in","Female","Right-handed","2","3","yes","right","d","651.59845879","1433.53508232","20","red","2"
"100","87","22","974.436026611","1","0","0","15","1","right","out","Female","Right-handed","2","3","yes","right","d","818.322319028","905.199569221","20","green","3"
"100","88","22","974.910211122","1","1","0","16","0","left","in","Female","Right-handed","2","3","yes","left","d","1371.33979845","593.654528162","20","green","2"
"100","88","22","986.210398084","1","1","0","17","3","left","out","Female","Right-handed","2","3","yes","left","s","1331.36822633","1025.25892653","20","green","2"
"100","89","22","976.03637707","1","1","0","18","3","right","out","Female","Right-handed","2","3","yes","right","s","655.936083454","929.871914192","20","red","1"
"100","90","22","959.682636609","1","1","0","19","2","left","out","Female","Right-handed","2","3","yes","left","d","736.39749768","561.525638008","20","green","3"
"100","90","22","963.014184342","1","1","0","20","3","left","in","Female","Right-handed","2","3","yes","left","d","762.117928229","1297.17234978","20","red","1"
"100","90","22","953.929637212","1","1","0","21","2","left","in","Female","Right-handed","2","3","yes","left","d","988.663485634","537.644809312","20","red","0"
"100","100","22","859.496239016","1","1","1","22","3","left","out","Female","Right-handed","2","3","no","left","d","796.930533223","922.06194481","20","red","3"
"100","100","22","788.307559879","1","1","1","23","0","left","out","Female","Right-handed","2","3","no","left","d","792.569175894","641.668585591","20","green","1"
"100","100","22","747.768488544","1","1","1","24","0","right","out","Female","Right-handed","2","3","no","right","d","716.259694309","617.120997438","20","red","0"
"100","100","22","724.007806441","1","1","1","25","0","right","in","Female","Right-handed","2","3","no","right","d","751.690631307","553.760888961","20","green","1"
"100","80","22","792.601182912","1","0","1","26","2","right","out","Female","Right-handed","2","3","no","right","s","820.45473059","1313.494647","20","red","0"
"100","83","22","782.569922081","1","1","1","27","1","left","out","Female","Right-handed","2","3","no","left","d","718.951426941","745.875808912","20","red","1"
"100","71","22","772.923412873","1","0","1","28","3","right","out","Female","Right-handed","2","3","no","right","d","948.559138902","481.529576344","20","red","0"
"100","75","22","766.452706581","1","1","1","29","0","right","in","Female","Right-handed","2","3","no","right","s","857.177814709","585.137710365","20","red","2"
