"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","100","22","1796.19034729","1","1","0","0","3","right","out","Male","Right-handed","1","0","yes","right","d","2192.97074721","1399.40994738","15","red","1"
"100","100","22","1356.04935429","1","1","0","1","3","left","out","Male","Right-handed","1","0","yes","left","d","838.433086051","993.383636511","15","green","3"
"100","100","22","1664.19266628","1","1","0","2","3","right","out","Male","Right-handed","1","0","yes","right","s","2423.01205217","2137.94652837","15","green","0"
"100","75","22","1649.84736341","1","0","0","3","1","left","out","Male","Right-handed","1","0","yes","left","s","1732.29417192","1481.32873769","15","red","1"
"80","60","22","1691.69125219","0","0","0","4","2","left","in","Male","Right-handed","1","0","yes","right","None","717.924187315","3000.20942731","15","red","1"
"83","66","22","1527.86190327","1","1","0","5","0","left","out","Male","Right-handed","1","0","yes","left","s","576.198666657","841.231650656","15","red","1"
"85","71","22","1455.28761343","1","1","0","6","1","left","out","Male","Right-handed","1","0","yes","left","d","741.874268568","1297.80948016","15","red","1"
"87","75","22","1396.25817464","1","1","0","7","1","right","in","Male","Right-handed","1","0","yes","right","s","1148.57376155","817.530444733","15","green","3"
"88","66","22","1335.39715624","1","0","0","8","0","right","in","Male","Right-handed","1","0","yes","right","d","735.042063459","961.975954666","15","red","2"
"80","60","22","1296.11807403","0","0","0","9","0","left","out","Male","Right-handed","1","0","yes","right","d","880.601098066","1004.61157007","15","green","0"
"81","54","22","1228.89238495","1","0","0","10","2","left","in","Male","Right-handed","1","0","yes","left","s","528.094208292","585.17678006","15","green","3"
"83","58","22","1194.4222527","1","1","0","11","0","right","out","Male","Right-handed","1","0","yes","right","s","572.717939902","1057.78365614","15","red","3"
"84","61","22","1174.03910081","1","1","0","12","1","left","out","Male","Right-handed","1","0","yes","left","d","505.458740415","1353.42381577","15","red","3"
