"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","100","20","1497.9554444","1","1","0","0","1","right","in","Female","Right-handed","2","1","yes","right","d","1828.21403338","1167.69685543","31","red","3"
"100","100","20","1333.31828647","1","1","0","1","0","right","out","Female","Right-handed","2","1","yes","right","s","1247.59616387","1089.76609322","31","red","3"
"100","100","20","1303.12693531","1","1","0","2","2","right","out","Female","Right-handed","2","1","yes","right","s","1260.20826565","1225.28020033","31","red","3"
"100","100","20","1279.78668951","1","1","0","3","3","left","in","Female","Right-handed","2","1","yes","left","s","1449.77400846","969.757895753","31","red","1"
"100","100","20","1231.77797441","1","1","0","4","2","left","out","Female","Right-handed","2","1","yes","left","d","1166.2972569","913.188971139","31","red","1"
"100","100","20","1225.94474772","1","1","0","5","2","right","in","Female","Right-handed","2","1","yes","right","d","1415.85426985","977.702958626","31","green","1"
"100","100","20","1316.00028205","1","1","0","6","3","left","out","Female","Right-handed","2","1","yes","left","s","1119.46683121","2593.20014483","31","green","0"
"100","100","20","1273.35485836","1","1","0","7","2","left","out","Female","Right-handed","2","1","yes","left","s","1019.77686602","929.89691912","31","green","3"
"100","100","20","1215.30700958","1","1","0","8","1","right","in","Female","Right-handed","2","1","yes","right","s","948.453466075","553.394972541","31","green","0"
"100","100","20","1157.73379213","1","1","0","9","1","left","in","Female","Right-handed","2","1","yes","left","d","486.099106585","793.050563543","31","red","2"
"100","100","20","1119.50184742","1","1","0","10","0","right","out","Female","Right-handed","2","1","yes","right","s","824.701567044","649.663233629","31","red","2"
"100","100","20","1079.77810505","1","1","0","11","2","left","out","Female","Right-handed","2","1","yes","left","s","652.38032775","633.253550232","31","red","2"
"100","100","20","1071.78171345","1","1","0","12","3","right","in","Female","Right-handed","2","1","yes","right","d","861.825244536","1089.82478399","31","green","2"
"100","100","20","1095.29123841","1","1","0","13","3","left","in","Female","Right-handed","2","1","yes","left","d","1480.43624883","1321.39387698","31","green","0"
