"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","0","19","1415.22602545","1","0","0","0","2","left","out","Female","Right-handed","0","2","yes","left","s","1918.96745921","911.484591681","13","green","1"
"100","50","19","1097.81751835","1","1","0","1","1","left","out","Female","Right-handed","0","2","yes","left","d","879.401139684","681.416882826","13","green","0"
"66","66","19","1237.04732479","0","1","0","2","0","right","in","Female","Right-handed","0","2","yes","left","d","2065.98791042","965.025964895","13","red","1"
"75","75","19","1134.17711228","1","1","0","3","0","left","out","Female","Right-handed","0","2","yes","left","s","1153.75541684","497.377532667","13","green","0"
"80","80","19","1110.67062298","1","1","0","4","1","right","in","Female","Right-handed","0","2","yes","right","d","1024.21252216","1009.0768094","13","red","3"
"83","83","19","1112.75438927","1","1","0","5","2","right","out","Female","Right-handed","0","2","yes","right","s","1524.65574704","721.690694458","13","red","0"
"85","85","19","1084.82840407","1","1","0","6","3","left","in","Female","Right-handed","0","2","yes","left","s","993.301916322","841.243069401","13","red","0"
"87","75","19","1027.69806732","1","0","0","7","0","left","out","Female","Right-handed","0","2","yes","left","s","893.747257907","361.824162235","13","red","0"
"88","77","19","1020.49113294","1","1","0","8","0","left","out","Female","Right-handed","0","2","yes","left","s","1316.32562084","609.345694882","13","green","2"
"90","80","19","1012.83408637","1","1","0","9","2","right","in","Female","Right-handed","0","2","yes","right","d","1158.08407546","729.757259011","13","green","3"
"90","81","19","991.585389335","1","1","0","10","0","right","in","Female","Right-handed","0","2","yes","right","d","708.612994762","849.583843266","13","green","3"
"91","83","19","989.625600588","1","1","0","11","2","right","in","Female","Right-handed","0","2","yes","right","s","983.113516884","953.022331863","13","green","2"
"92","84","19","968.927582294","1","1","0","12","3","right","out","Female","Right-handed","0","2","yes","right","s","863.379939296","577.722786249","13","green","0"
"92","85","19","963.563286135","1","1","0","13","0","left","in","Female","Right-handed","0","2","yes","left","d","682.283127693","1105.37174445","13","green","3"
"93","86","19","932.45269916","1","1","0","14","3","right","in","Female","Right-handed","0","2","yes","right","s","527.907452592","465.901510428","13","red","3"
"93","87","19","930.897679115","1","1","0","15","1","left","out","Female","Right-handed","0","2","yes","left","s","837.541083291","977.603673571","13","green","2"
"94","88","19","935.468058982","1","1","0","16","3","right","out","Female","Right-handed","0","2","yes","right","s","1368.14637069","649.041903032","13","green","1"
"94","88","19","920.394942304","1","1","0","17","3","right","in","Female","Right-handed","0","2","yes","right","s","758.62332171","569.68059586","13","green","2"
"94","84","19","916.157982646","1","0","0","18","1","right","out","Female","Right-handed","0","2","yes","right","d","862.377391553","817.408026025","13","red","1"
"95","85","19","910.342774472","1","1","0","19","1","left","in","Female","Right-handed","0","2","yes","left","s","653.775621733","945.932016615","13","red","3"
"95","85","19","903.304571212","1","1","0","20","0","right","in","Female","Right-handed","0","2","yes","right","d","867.46389417","657.617117846","13","red","1"
"95","81","19","901.178753102","1","0","0","21","3","left","out","Female","Right-handed","0","2","yes","left","s","624.047162719","1089.02598286","13","red","3"
"100","100","19","660.216493866","1","1","1","22","3","right","out","Female","Right-handed","0","2","no","right","d","655.219790791","665.21319694","13","green","3"
"100","100","19","747.02138127","1","1","1","23","1","right","in","Female","Right-handed","0","2","no","right","s","649.890829414","1017.76170794","13","green","2"
"100","100","19","710.156264031","1","1","1","24","2","right","out","Female","Right-handed","0","2","no","right","d","607.369784249","665.482274853","13","red","2"
"100","100","19","710.00488766","1","1","1","25","0","right","in","Female","Right-handed","0","2","no","right","s","713.109065391","705.992451707","13","red","3"
"100","100","19","745.102204707","1","1","1","26","2","left","in","Female","Right-handed","0","2","no","left","d","1065.42249402","705.560451768","13","green","0"
"100","100","19","759.683036481","1","1","1","27","1","left","in","Female","Right-handed","0","2","no","left","d","968.039060235","697.135330474","13","green","3"
"100","100","19","772.325334393","1","1","1","28","3","left","in","Female","Right-handed","0","2","no","left","d","830.779177795","865.57906593","13","red","3"
"100","100","19","763.332305449","1","1","1","29","1","left","in","Female","Right-handed","0","2","no","left","d","735.423930808","665.338274875","13","red","3"
"100","88","19","784.569937166","1","0","1","30","1","left","out","Female","Right-handed","0","2","no","left","s","994.935305844","914.006675956","13","red","0"
"100","90","19","803.806313934","1","1","1","31","1","right","in","Female","Right-handed","0","2","no","right","s","928.491983466","1025.37542623","13","green","0"
"100","90","19","813.467123571","1","1","1","32","0","left","out","Female","Right-handed","0","2","no","left","d","915.070159099","905.080280789","13","green","3"
"100","91","19","820.442756106","1","1","1","33","3","left","out","Female","Right-handed","0","2","no","left","d","880.725041499","913.624386478","13","green","0"
"100","92","19","817.99682978","1","1","1","34","2","left","out","Female","Right-handed","0","2","no","left","s","864.20128439","713.090143345","13","green","2"
"100","92","19","847.769651988","1","1","1","35","2","right","out","Female","Right-handed","0","2","no","right","s","1067.777487","1401.85519439","13","red","1"
"100","93","19","843.067464685","1","1","1","36","1","left","out","Female","Right-handed","0","2","no","left","d","905.249617068","649.224067816","13","green","1"
"100","93","19","831.961314598","1","1","1","37","2","left","out","Female","Right-handed","0","2","no","left","s","817.714948033","513.023178546","13","red","0"
"100","94","19","822.410068023","1","1","1","38","0","right","in","Female","Right-handed","0","2","no","right","s","825.564390119","513.61585552","13","red","0"
"100","94","19","826.64178863","1","1","1","39","0","left","in","Female","Right-handed","0","2","no","left","s","908.200814867","888.961263045","13","red","1"
"100","89","19","832.959686217","1","0","1","40","3","right","in","Female","Right-handed","0","2","no","right","d","1043.60729891","849.756386671","13","red","0"
"100","90","19","828.146848549","1","1","1","41","3","right","out","Female","Right-handed","0","2","no","right","d","776.301002932","697.104862775","13","green","3"
"100","90","19","829.11241125","1","1","1","42","0","right","in","Female","Right-handed","0","2","no","right","d","895.928745347","800.91858517","13","red","3"
"100","90","19","818.703887352","1","1","1","43","2","right","out","Female","Right-handed","0","2","no","right","s","542.707699926","657.542071085","13","red","0"
"100","91","19","815.835188447","1","1","1","44","2","right","out","Female","Right-handed","0","2","no","right","s","920.149926749","585.29769831","13","red","1"
"100","91","19","811.683585862","1","1","1","45","2","right","out","Female","Right-handed","0","2","no","right","s","806.619893932","625.77355891","13","red","3"
"100","92","19","818.028656316","1","1","1","46","2","left","in","Female","Right-handed","0","2","no","left","d","1371.38877557","569.231918862","13","red","1"
"100","92","19","818.486379136","1","1","1","47","1","left","out","Female","Right-handed","0","2","no","left","d","930.889310519","728.969588745","13","green","0"
"100","92","19","818.171785383","1","1","1","48","2","left","out","Female","Right-handed","0","2","no","left","s","786.511210832","833.473484761","13","red","0"
"100","92","19","806.15453988","1","1","1","49","3","left","out","Female","Right-handed","0","2","no","left","s","570.186038993","393.191783598","13","red","0"
"100","93","19","801.620525627","1","1","1","50","2","left","in","Female","Right-handed","0","2","no","left","s","892.711356049","456.624897051","13","red","3"
"100","90","19","795.545001971","1","0","1","51","3","right","out","Female","Right-handed","0","2","no","right","s","733.44224735","505.267384549","13","green","1"
"100","90","19","795.798014594","1","1","1","52","1","left","out","Female","Right-handed","0","2","no","left","d","630.008569442","976.76821712","13","red","3"
