"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","100","20","1035.40727109","1","1","0","0","0","right","in","Female","Right-handed","2","3","yes","right","d","853.955329716","1216.85921247","8","green","0"
"100","50","20","1678.88094018","1","0","0","1","1","right","out","Female","Right-handed","2","3","yes","right","None","1644.50235821","3000.20686032","8","red","2"
"100","66","20","1358.90506426","1","1","0","2","0","right","in","Female","Right-handed","2","3","yes","right","s","723.988677524","713.91794733","8","green","0"
"100","75","20","1233.95573702","1","1","0","3","2","left","out","Female","Right-handed","2","3","yes","left","s","812.639390182","905.576120429","8","green","0"
"100","60","20","1184.60657732","1","0","0","4","1","left","in","Female","Right-handed","2","3","yes","left","s","917.240797602","1057.17907946","8","red","2"
"100","66","20","1076.17246506","1","1","0","5","3","left","in","Female","Right-handed","2","3","yes","left","s","634.263574046","433.740233466","8","red","0"
"100","71","20","1054.76962633","1","1","0","6","2","right","in","Female","Right-handed","2","3","yes","right","s","1195.29923548","657.405952317","8","red","2"
"100","75","20","1014.3583714","1","1","0","7","0","left","out","Female","Right-handed","2","3","yes","left","s","1021.09077287","441.868400915","8","green","1"
"100","66","20","982.430520767","1","0","0","8","2","left","out","Female","Right-handed","2","3","yes","left","s","980.583993951","473.43143751","8","green","3"
"100","70","20","977.250736519","1","1","0","9","2","right","in","Female","Right-handed","2","3","yes","right","s","1332.13781965","529.127536925","8","red","1"
"100","72","20","1021.14733511","1","1","0","10","3","left","in","Female","Right-handed","2","3","yes","left","s","1622.68003743","1297.54660451","8","red","3"
"100","75","20","1034.77565223","1","1","0","11","2","left","in","Female","Right-handed","2","3","yes","left","d","1416.11348902","953.260792176","8","red","2"
"100","76","20","1019.62395186","1","1","0","12","3","left","in","Female","Right-handed","2","3","yes","left","s","713.807621825","961.799473132","8","green","0"
"100","78","20","1025.64205504","1","1","0","13","0","left","out","Female","Right-handed","2","3","yes","left","d","1310.41010941","897.344683176","8","red","2"
