"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","100","18","1474.36415504","1","1","0","0","1","left","in","Female","Right-handed","1","2","yes","left","s","1324.69664972","1624.03166036","16","red","0"
"100","50","18","1292.3766755","1","0","0","1","3","right","out","Female","Right-handed","1","2","yes","right","s","1371.02269174","849.755700195","16","red","0"
"100","33","18","1513.34548819","1","0","0","2","2","left","out","Female","Right-handed","1","2","yes","left","None","910.478994386","3000.08723275","16","green","3"
"100","25","18","1740.52726905","1","0","0","3","2","right","in","Female","Right-handed","1","2","yes","right","None","1844.023354","3000.12186928","16","green","1"
"100","40","18","1699.35922414","1","1","0","4","2","right","out","Female","Right-handed","1","2","yes","right","s","2196.21243099","873.161657999","16","green","2"
"100","50","18","1598.52022362","1","1","0","5","3","left","out","Female","Right-handed","1","2","yes","left","d","1058.99788172","1129.6525603","16","red","0"
"100","57","18","1490.07727475","1","1","0","6","2","left","out","Female","Right-handed","1","2","yes","left","d","981.437704752","697.401458262","16","red","0"
"100","50","18","1469.87800243","1","0","0","7","0","right","out","Female","Right-handed","1","2","yes","right","d","1727.02339088","929.942801614","16","red","3"
"100","44","18","1425.05354498","1","0","0","8","0","right","out","Female","Right-handed","1","2","yes","right","d","1163.4581371","969.457633587","16","green","2"
"100","50","18","1418.29283585","1","1","0","9","3","right","in","Female","Right-handed","1","2","yes","right","d","1640.97598053","1073.91692684","16","green","1"
"100","54","18","1370.23081838","1","1","0","10","0","left","out","Female","Right-handed","1","2","yes","left","d","937.617680026","841.603607331","16","red","1"
"100","58","18","1352.6835028","1","1","0","11","0","right","out","Female","Right-handed","1","2","yes","right","d","1374.19065166","945.135411204","16","green","1"
"100","53","18","1316.76501937","1","0","0","12","1","left","in","Female","Right-handed","1","2","yes","left","d","937.807860248","833.678576182","16","red","1"
"100","57","18","1322.65560268","1","1","0","13","1","left","out","Female","Right-handed","1","2","yes","left","s","1541.24649826","1257.21987303","16","red","2"
"100","60","18","1301.29447627","1","1","0","14","3","right","out","Female","Right-handed","1","2","yes","right","s","938.800453482","1065.67695981","16","green","1"
"100","56","18","1324.3313726","1","0","0","15","3","left","in","Female","Right-handed","1","2","yes","left","s","2034.39022865","1305.37940634","16","red","3"
"100","58","18","1315.79626814","1","1","0","16","0","left","out","Female","Right-handed","1","2","yes","left","d","1268.8211873","1089.64800623","16","red","0"
"100","61","18","1289.9911912","1","1","0","17","0","left","out","Female","Right-handed","1","2","yes","left","s","709.369342499","993.240424041","16","green","2"
"100","63","18","1284.36118342","1","1","0","18","1","right","out","Female","Right-handed","1","2","yes","right","s","1475.95470953","890.087377069","16","red","0"
