"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_shape","gender","hand","high_loc","low_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","100","20","2086.76336029","1","1","0","0","1","left","in","Female","Right-handed","3","2","yes","left","d","1446.50735866","2727.01936192","23","green","3"
"100","100","20","1601.08122861","1","1","0","1","0","left","in","Female","Right-handed","3","2","yes","left","s","1349.00852366","881.789670199","23","red","1"
"100","100","20","1713.38328159","1","1","0","2","2","left","in","Female","Right-handed","3","2","yes","left","d","2194.53872593","1681.43604914","23","green","1"
"100","75","20","1678.01072601","1","0","0","3","1","right","in","Female","Right-handed","3","2","yes","right","s","1222.05292001","1921.73319859","23","red","0"
"100","80","20","1535.01704764","1","1","0","4","2","right","in","Female","Right-handed","3","2","yes","right","s","1100.44557023","825.639098061","23","green","0"
"100","66","20","1424.28045577","1","0","0","5","2","left","out","Female","Right-handed","3","2","yes","left","s","835.032217488","906.162775369","23","red","3"
"100","71","20","1451.25594303","1","1","0","6","3","right","in","Female","Right-handed","3","2","yes","right","d","2064.66685503","1161.55087817","23","red","3"
"100","75","20","1436.62011666","1","1","0","7","3","left","out","Female","Right-handed","3","2","yes","left","s","1035.19148487","1633.14717929","23","red","2"
"100","77","20","1387.0738344","1","1","0","8","3","left","out","Female","Right-handed","3","2","yes","left","s","1019.70124056","961.705912105","23","red","0"
"100","80","20","1360.48659938","1","1","0","9","0","left","in","Female","Right-handed","3","2","yes","left","s","1361.22361994","881.179348351","23","green","2"
"100","81","20","1344.92094462","1","1","0","10","1","left","in","Female","Right-handed","3","2","yes","left","d","1200.78402143","1177.74477258","23","green","0"
"100","83","20","1387.53645334","1","1","0","11","0","left","in","Female","Right-handed","3","2","yes","left","d","903.475819803","2809.13827879","23","red","3"
"100","84","20","1396.70879398","1","1","0","12","2","right","out","Female","Right-handed","3","2","yes","right","d","819.769360562","2193.78440276","23","red","3"
"100","85","20","1360.32037018","1","1","0","13","3","right","out","Female","Right-handed","3","2","yes","right","s","757.264449603","1017.27727181","23","green","3"
"100","86","20","1364.01675376","1","1","0","14","1","left","out","Female","Right-handed","3","2","yes","left","d","1181.8197854","1649.7124624","23","red","1"
"100","81","20","1384.50728417","1","0","0","15","0","right","in","Female","Right-handed","3","2","yes","right","d","814.378451501","2569.35202935","23","red","3"
"100","82","20","1372.20238575","1","1","0","16","3","right","out","Female","Right-handed","3","2","yes","right","s","1028.95196225","1321.69605972","23","red","2"
"100","83","20","1384.79379571","1","1","0","17","2","right","out","Female","Right-handed","3","2","yes","right","d","1012.36134261","2185.33418729","23","green","2"
"100","78","20","1382.66704689","1","0","0","18","0","right","out","Female","Right-handed","3","2","yes","right","d","1270.91811585","1417.85302052","23","red","1"
"100","75","20","1373.97513716","1","0","0","19","2","right","in","Female","Right-handed","3","2","yes","right","s","1152.41016194","1265.24754276","23","green","1"
"100","76","20","1366.75643039","1","1","0","20","0","right","out","Female","Right-handed","3","2","yes","right","d","963.853423975","1480.91116594","23","green","0"
"100","77","20","1381.28284474","1","1","0","21","3","left","out","Female","Right-handed","3","2","yes","left","d","2099.38688792","1273.28820437","23","red","1"
"100","100","20","1122.00231108","1","1","1","22","0","left","in","Female","Right-handed","3","2","no","left","d","1154.44542334","1089.55919881","23","green","2"
"100","100","20","1074.99911001","1","1","1","23","1","right","out","Female","Right-handed","3","2","no","right","s","966.106130574","1089.88568733","23","red","0"
"100","100","20","1120.03295674","1","1","1","24","3","right","in","Female","Right-handed","3","2","no","right","d","898.654822428","1521.54647795","23","green","3"
"100","100","20","1096.7997551","1","1","1","25","3","right","in","Female","Right-handed","3","2","no","right","s","829.008857203","1225.19144318","23","green","0"
"100","100","20","1167.86124687","1","1","1","26","0","right","out","Female","Right-handed","3","2","no","right","s","1654.5276869","1249.68674101","23","red","0"
"100","100","20","1193.91212777","1","1","1","27","3","left","in","Female","Right-handed","3","2","no","left","d","1271.25711227","1377.07595219","23","red","1"
