"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_position","dis_shape","gender","hand","high_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","0","22","2575.86503945","1","0","0","0","1","right","0","out","Female","Right-handed","0","yes","right","None","2151.60211377","3000.12796513","28","green","2"
"100","50","22","2237.05852432","1","1","0","1","0","left","2","in","Female","Right-handed","0","yes","left","d","2418.74070128","1377.76331711","28","red","0"
"100","66","22","1823.41603601","1","1","0","2","2","left","2","out","Female","Right-handed","0","yes","left","d","1167.09776055","825.164358215","28","green","1"
"100","75","22","1760.50673068","1","1","0","3","1","right","1","in","Female","Right-handed","0","yes","right","d","1957.82378464","1185.73384473","28","green","3"
"100","60","22","1669.17246332","1","0","0","4","0","left","1","in","Female","Right-handed","0","yes","left","d","1390.42545037","1217.24533737","28","green","0"
"100","66","22","1688.77101202","1","1","0","5","2","left","3","in","Female","Right-handed","0","yes","left","s","1963.76630553","1609.76120553","28","red","2"
"100","57","22","1579.8309046","1","0","0","6","3","left","2","out","Female","Right-handed","0","yes","left","s","875.197119214","977.183400966","28","red","3"
"100","62","22","1501.02267869","1","1","0","7","1","left","2","out","Female","Right-handed","0","yes","left","d","1088.84468016","809.885514507","28","green","3"
"100","66","22","1464.84436985","1","1","0","8","0","left","1","out","Female","Right-handed","0","yes","left","s","1549.44248577","801.393312522","28","red","2"
"100","60","22","1435.11475329","1","0","0","9","2","right","1","in","Female","Right-handed","0","yes","right","d","1430.07924537","905.017163041","28","green","3"
"100","63","22","1520.05327828","1","1","0","10","1","left","2","in","Female","Right-handed","0","yes","left","s","2849.46811086","1889.40894544","28","red","0"
"100","66","22","1496.86799472","1","1","0","11","2","right","0","in","Female","Right-handed","0","yes","right","d","1257.91836338","1225.74138793","28","red","2"
"100","69","22","1470.21810887","1","1","0","12","2","left","2","out","Female","Right-handed","0","yes","left","s","1395.34906096","905.48989637","28","green","0"
"100","64","22","1449.414957","1","0","0","13","0","right","0","in","Female","Right-handed","0","yes","right","s","1213.05840822","1144.88955712","28","red","3"
"100","66","22","1418.08421987","1","1","0","14","3","left","0","in","Female","Right-handed","0","yes","left","s","1277.44859987","681.459200128","28","green","1"
"100","62","22","1389.74187726","1","0","0","15","1","left","0","out","Female","Right-handed","0","yes","left","s","992.109779327","937.103696975","28","red","1"
"100","64","22","1370.03085973","1","1","0","16","2","left","0","out","Female","Right-handed","0","yes","left","s","1331.62338998","777.68576832","28","green","3"
"100","66","22","1342.45310253","1","1","0","17","3","left","1","out","Female","Right-handed","0","yes","left","d","1002.13660069","745.125859638","28","green","2"
"100","63","22","1324.78213393","1","0","0","18","2","left","1","in","Female","Right-handed","0","yes","left","d","995.658165699","1017.75123259","28","green","0"
"100","65","22","1301.70423731","1","1","0","19","3","left","3","in","Female","Right-handed","0","yes","left","d","989.328542288","737.119860987","28","red","2"
"100","66","22","1304.78810714","1","1","0","20","1","right","0","in","Female","Right-handed","0","yes","right","s","1578.93860785","1153.9923997","28","green","2"
"100","68","22","1299.90452618","1","1","0","21","3","right","3","in","Female","Right-handed","0","yes","right","s","1185.25630068","1209.44235107","28","green","2"
"100","100","22","1054.05708784","1","1","1","22","2","left","1","in","Female","Right-handed","0","no","left","d","1378.56478291","729.549392774","28","green","0"
"100","100","22","1008.12482341","1","1","1","23","2","left","0","out","Female","Right-handed","0","no","left","s","691.164024032","1233.22109391","28","red","2"
"100","100","22","1148.76448441","1","1","1","24","3","left","0","in","Female","Right-handed","0","no","left","d","1802.48727004","1057.60034278","28","red","3"
"100","100","22","1169.967595","1","1","1","25","3","right","0","in","Female","Right-handed","0","no","right","d","1594.05100068","873.102852853","28","green","1"
"100","100","22","1098.72564052","1","1","1","26","0","left","2","out","Female","Right-handed","0","no","left","d","785.830957102","841.684688155","28","red","0"
"100","100","22","1140.90948889","1","1","1","27","3","right","2","in","Female","Right-handed","0","no","right","s","1382.33606593","1321.32139548","28","red","1"
"100","100","22","1142.12449325","1","1","1","28","1","right","1","out","Female","Right-handed","0","no","right","d","1576.85717007","721.971868839","28","red","3"
"100","87","22","1189.64538025","1","0","1","29","3","left","0","in","Female","Right-handed","0","no","left","s","2043.33271222","1001.25046624","28","green","2"
"100","88","22","1199.88543005","1","1","1","30","0","left","0","out","Female","Right-handed","0","no","left","s","1353.86366487","1209.74799208","28","red","2"
"100","90","22","1193.3908257","1","1","1","31","0","right","3","out","Female","Right-handed","0","no","right","d","1212.49683695","1057.38193613","28","red","1"
"100","90","22","1214.71736282","1","1","1","32","2","right","0","out","Female","Right-handed","0","no","right","d","1398.95710025","1457.00836776","28","red","1"
