"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_position","dis_shape","gender","hand","high_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","100","20","1423.37011705","1","1","0","0","2","right","3","in","Female","Right-handed","3","yes","right","s","1263.56153822","1583.17869589","15","green","1"
"100","100","20","1409.71092152","1","1","0","1","3","left","2","in","Female","Right-handed","3","yes","left","d","1142.01778935","1650.08566262","15","red","3"
"100","100","20","1411.50932347","1","1","0","2","3","right","3","out","Female","Right-handed","3","yes","right","s","1268.65030214","1561.56195258","15","red","1"
"100","100","20","1307.58329896","1","1","0","3","2","left","3","out","Female","Right-handed","3","yes","left","s","725.317073575","1266.29337732","15","green","2"
"100","100","20","1345.30709297","1","1","0","4","2","right","2","in","Female","Right-handed","3","yes","right","d","926.596015583","2065.80852239","15","red","0"
"100","83","20","1336.72333036","1","0","0","5","3","right","0","out","Female","Right-handed","3","yes","right","s","1186.27563545","1401.33339919","15","green","2"
"100","85","20","1436.1398132","1","1","0","6","1","left","3","in","Female","Right-handed","3","yes","left","s","1327.72832729","2737.54909325","15","red","2"
"100","87","20","1427.46304496","1","1","0","7","3","left","0","in","Female","Right-handed","3","yes","left","s","612.253315056","2121.19801953","15","green","3"
"100","88","20","1370.65734972","1","1","0","8","0","left","3","in","Female","Right-handed","3","yes","left","s","822.73224962","1009.69132591","15","red","2"
"100","90","20","1362.71894321","1","1","0","9","0","right","1","out","Female","Right-handed","3","yes","right","d","685.338189367","1897.20837986","15","green","2"
"100","81","20","1416.14085173","1","0","0","10","3","left","3","in","Female","Right-handed","3","yes","left","d","1442.9726181","2457.74725582","15","red","1"
"100","83","20","1383.23178469","1","1","0","11","3","right","3","in","Female","Right-handed","3","yes","right","d","681.276350639","1361.18774386","15","red","2"
"100","76","20","1370.82458546","1","0","0","12","1","left","3","out","Female","Right-handed","3","yes","left","d","825.940989969","1617.93539928","15","red","0"
"100","71","20","1374.28113175","1","0","0","13","0","left","0","in","Female","Right-handed","3","yes","left","s","613.2789574","2225.1535096","15","green","3"
"100","73","20","1356.51665605","1","1","0","14","0","left","1","out","Female","Right-handed","3","yes","left","s","621.893006068","1593.73498659","15","red","0"
