"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_position","dis_shape","gender","hand","high_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"100","0","22","1716.70488005","1","0","0","0","3","right","3","in","Female","Right-handed","3","yes","right","s","1660.56599433","1772.84376576","19","red","2"
"100","50","22","1358.38186578","1","1","0","1","3","left","3","in","Female","Right-handed","3","yes","left","s","1214.02769774","786.090005276","19","red","1"
"100","33","22","1363.75459146","1","0","0","2","1","right","1","in","Female","Right-handed","3","yes","right","d","1507.49947806","1241.5006076","19","green","3"
"100","25","22","1361.61252489","1","0","0","3","2","left","0","in","Female","Right-handed","3","yes","left","d","1557.2060704","1153.16657993","19","red","3"
"100","40","22","1408.2059527","1","1","0","4","3","right","0","out","Female","Right-handed","3","yes","right","d","939.603279898","2249.55604796","19","red","1"
"100","50","22","1353.11858467","1","1","0","5","2","right","1","in","Female","Right-handed","3","yes","right","d","1018.09611687","1137.26737219","19","red","3"
"100","57","22","1385.12245352","1","1","0","6","3","right","3","out","Female","Right-handed","3","yes","right","d","1768.57246127","1385.71887196","19","red","1"
"100","62","22","1337.01425858","1","1","0","7","3","left","1","out","Female","Right-handed","3","yes","left","s","847.243937431","1153.26985068","19","green","3"
"88","66","22","1348.36101136","0","1","0","8","3","left","1","out","Female","Right-handed","3","yes","right","s","1913.71791752","964.552149642","19","green","0"
"90","70","22","1307.59421774","1","1","0","9","2","left","0","out","Female","Right-handed","3","yes","left","d","1088.23877483","793.1473754","19","red","1"
"90","72","22","1335.43756992","1","1","0","10","0","left","3","in","Female","Right-handed","3","yes","left","s","1809.84420548","1417.8979781","19","green","2"
"91","75","22","1321.41826841","1","1","0","11","1","left","2","out","Female","Right-handed","3","yes","left","s","1117.14657105","1217.26533244","19","green","3"
"92","69","22","1301.64140813","1","0","0","12","2","left","1","in","Female","Right-handed","3","yes","left","d","1254.7369049","873.9012648","19","red","0"
"92","64","22","1286.62086008","1","0","0","13","0","left","0","out","Female","Right-handed","3","yes","left","s","1069.31456755","1113.39290324","19","red","3"
"93","66","22","1282.7058993","1","1","0","14","1","right","0","in","Female","Right-handed","3","yes","right","d","1269.85709186","1185.93580471","19","green","3"
"93","62","22","1273.34251024","1","0","0","15","0","right","3","in","Female","Right-handed","3","yes","right","d","1408.38872912","857.394619728","19","green","0"
"94","64","22","1271.07563595","1","1","0","16","1","left","2","in","Female","Right-handed","3","yes","left","s","1780.87354879","688.737745833","19","red","1"
"94","66","22","1245.21438181","1","1","0","17","0","left","2","in","Female","Right-handed","3","yes","left","s","881.621235545","729.524887138","19","red","0"
"94","68","22","1227.81454738","1","1","0","18","2","right","2","in","Female","Right-handed","3","yes","right","d","1036.05432555","793.180729932","19","red","0"
"95","70","22","1228.85875061","1","1","0","19","1","left","3","out","Female","Right-handed","3","yes","left","s","1919.73327918","577.663944743","19","green","2"
"95","71","22","1232.54145641","1","1","0","20","0","right","1","out","Female","Right-handed","3","yes","right","d","1803.10498629","809.286158503","19","red","2"
"95","72","22","1210.86746509","1","1","0","21","0","right","2","out","Female","Right-handed","3","yes","right","s","885.6224966","625.804798357","19","red","3"
"100","100","22","917.703463463","1","1","1","22","0","left","0","out","Female","Right-handed","3","no","left","d","1169.711711","665.695215925","19","green","3"
"100","100","22","901.738829518","1","1","1","23","1","right","0","out","Female","Right-handed","3","no","right","d","1122.28028261","649.268108536","19","green","1"
"100","66","22","907.272795497","1","0","1","24","3","right","1","in","Female","Right-handed","3","no","right","d","1075.01466476","761.666790146","19","red","3"
"100","75","22","950.567099218","1","1","1","25","3","left","3","out","Female","Right-handed","3","no","left","s","1087.41741948","1073.48260129","19","red","2"
"100","80","22","1056.74487984","1","1","1","26","3","left","3","out","Female","Right-handed","3","no","left","s","1937.10521783","1025.80678681","19","red","0"
"100","66","22","1153.12496693","1","0","1","27","1","right","3","in","Female","Right-handed","3","no","right","d","1252.62723072","2017.42357403","19","red","2"
"100","71","22","1105.46668879","1","1","1","28","2","right","0","out","Female","Right-handed","3","no","right","d","821.91501843","817.119021493","19","green","3"
"100","75","22","1106.53381621","1","1","1","29","3","right","3","in","Female","Right-handed","3","no","right","s","1474.55321765","753.454198595","19","red","1"
"100","77","22","1075.76831329","1","1","1","30","3","left","3","out","Female","Right-handed","3","no","left","s","1002.13918014","657.149399747","19","green","2"
"100","80","22","1064.51084135","1","1","1","31","0","right","3","out","Female","Right-handed","3","no","right","d","1252.74557516","673.641612608","19","green","2"
"100","72","22","1074.67213938","1","0","1","32","2","right","3","in","Female","Right-handed","3","no","right","s","1159.37629589","1193.19394344","19","green","1"
"100","75","22","1052.84638175","1","1","1","33","0","left","0","in","Female","Right-handed","3","no","left","d","967.701907968","657.824187627","19","red","1"
"100","76","22","1043.49233701","1","1","1","34","1","left","0","in","Female","Right-handed","3","no","left","s","1141.26478464","721.222815657","19","green","2"
"100","78","22","1042.38712801","1","1","1","35","2","left","3","out","Female","Right-handed","3","no","left","s","1383.11144552","672.927376581","19","red","2"
"100","80","22","1027.33304533","1","1","1","36","2","right","3","in","Female","Right-handed","3","no","right","s","943.583373679","689.568401955","19","red","0"
"100","81","22","1008.6040663","1","1","1","37","1","left","3","in","Female","Right-handed","3","no","left","d","750.184171542","705.15459025","19","red","0"
"100","82","22","1008.84573338","1","1","1","38","0","right","3","in","Female","Right-handed","3","no","right","d","1279.77429243","745.650520839","19","green","2"
"100","83","22","990.011457782","1","1","1","39","1","right","3","out","Female","Right-handed","3","no","right","s","818.353780633","521.303764544","19","red","0"
"100","84","22","982.951428156","1","1","1","40","3","left","1","out","Female","Right-handed","3","no","left","d","846.755806677","864.985983091","19","red","0"
"100","85","22","976.578038222","1","1","1","41","3","left","2","out","Female","Right-handed","3","no","left","d","1085.64513919","625.322119769","19","red","1"
"100","85","22","964.575248888","1","1","1","42","1","left","0","out","Female","Right-handed","3","no","left","s","920.06522094","528.973703476","19","red","3"
"100","86","22","969.939373181","1","1","1","43","0","right","3","out","Female","Right-handed","3","no","right","d","1267.53798968","897.633976972","19","green","1"
"100","86","22","965.494756834","1","1","1","44","0","left","1","out","Female","Right-handed","3","no","left","d","1046.15497607","689.27141832","19","red","2"
"100","87","22","958.196694673","1","1","1","45","0","right","1","in","Female","Right-handed","3","no","right","s","924.007149413","656.675380538","19","red","3"
"100","88","22","956.565817313","1","1","1","46","0","right","3","in","Female","Right-handed","3","no","right","s","1177.45958408","657.38993726","19","green","2"
"100","88","22","945.91201099","1","1","1","47","1","left","3","in","Female","Right-handed","3","no","left","s","694.022835669","665.110870148","19","red","0"
"100","88","22","935.009180039","1","1","1","48","2","right","0","out","Female","Right-handed","3","no","right","s","869.554271194","433.516879479","19","red","2"
"100","85","22","935.768235984","1","0","1","49","1","right","0","in","Female","Right-handed","3","no","right","d","1031.32183052","881.203662459","19","green","3"
"100","82","22","934.062855357","1","0","1","50","1","right","3","in","Female","Right-handed","3","no","right","d","979.816979845","792.807415739","19","red","2"
"100","83","22","933.203170477","1","1","1","51","3","right","3","out","Female","Right-handed","3","no","right","d","1055.35505418","761.189563753","19","red","1"
"100","83","22","921.739548132","1","1","1","52","0","left","3","in","Female","Right-handed","3","no","left","s","594.728636817","560.933118715","19","red","0"
"100","84","22","916.530692825","1","1","1","53","2","left","3","in","Female","Right-handed","3","no","left","s","884.48587677","625.626479887","19","red","2"
"100","84","22","908.263008188","1","1","1","54","0","left","0","in","Female","Right-handed","3","no","left","d","662.177916267","625.216283312","19","green","2"
"100","85","22","907.084025445","1","1","1","55","0","left","3","out","Female","Right-handed","3","no","left","d","1096.72782413","639.627365716","19","red","1"
"97","85","22","903.70532205","0","1","1","56","2","right","3","in","Female","Right-handed","3","no","left","d","941.369787266","636.289026006","19","green","2"
"97","86","22","902.112272889","1","1","1","57","2","left","2","out","Female","Right-handed","3","no","left","s","667.852676881","1024.85842764","19","green","0"
