"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_position","dis_shape","gender","hand","high_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"0","100","19","2155.65598263","0","1","0","0","2","right","0","out","Female","Right-handed","3","yes","None","s","3000.05035251","1311.26161275","23","green","1"
"50","50","19","1753.43760152","1","0","0","1","3","right","0","in","Female","Right-handed","3","yes","right","d","1707.81301064","994.625430205","23","red","3"
"33","33","19","2168.97320743","0","0","0","2","3","left","2","out","Female","Right-handed","3","yes","None","None","3000.0388067","3000.05003178","23","red","0"
"25","25","19","2124.0898462","0","0","0","3","0","left","1","out","Female","Right-handed","3","yes","escape","None","978.829813947","3000.04971109","23","green","3"
"40","40","19","1924.09566721","1","1","0","4","2","right","2","in","Female","Right-handed","3","yes","right","s","1438.11948429","810.118418216","23","red","1"
"50","33","19","1920.86802819","1","0","0","5","1","left","0","in","Female","Right-handed","3","yes","left","None","809.421180194","3000.038486","23","red","2"
"57","28","19","1742.30507952","1","0","0","6","0","right","1","out","Female","Right-handed","3","yes","right","d","795.497266372","546.357508632","23","red","3"
"62","37","19","1622.39754466","1","1","0","7","2","left","2","out","Female","Right-handed","3","yes","left","d","708.55643187","857.533169328","23","green","0"
"66","44","19","1526.33060621","1","1","0","8","0","left","0","in","Female","Right-handed","3","yes","left","s","1074.70389031","440.886306926","23","red","1"
"70","50","19","1472.1534873","1","1","0","9","2","right","0","out","Female","Right-handed","3","yes","right","s","999.147855822","969.97097836","23","red","1"
"72","54","19","1483.75185254","1","1","0","10","3","left","1","in","Female","Right-handed","3","yes","left","d","1622.28589517","1577.18511476","23","green","2"
"75","58","19","1405.7647724","1","1","0","11","0","left","3","in","Female","Right-handed","3","yes","left","s","805.52030346","290.293478174","23","red","1"
"76","53","19","1367.81567851","1","0","0","12","0","left","2","out","Female","Right-handed","3","yes","left","s","887.578547525","937.274556229","23","red","3"
"78","50","19","1345.56235124","1","0","0","13","3","left","0","in","Female","Right-handed","3","yes","left","s","1071.76708785","1040.7711055","23","green","1"
"80","53","19","1296.68910293","1","1","0","14","0","right","3","in","Female","Right-handed","3","yes","right","s","789.951433864","434.975819575","23","red","0"
"81","56","19","1263.99481225","1","1","0","15","3","left","1","out","Female","Right-handed","3","yes","left","s","687.256996986","859.903906879","23","green","3"
"82","58","19","1228.60568488","1","1","0","16","1","left","3","out","Female","Right-handed","3","yes","left","s","747.333962558","577.425331547","23","red","1"
"83","61","19","1208.6908745","1","1","0","17","0","right","0","out","Female","Right-handed","3","yes","right","d","817.693425022","922.584771033","23","red","2"
"84","57","19","1190.91277025","1","0","0","18","3","left","0","in","Female","Right-handed","3","yes","left","s","1163.98307","577.830717404","23","green","1"
"85","55","19","1171.47350383","1","0","0","19","1","right","1","out","Female","Right-handed","3","yes","right","s","971.101504576","633.153379196","23","red","0"
"85","57","19","1146.44351873","1","1","0","20","0","left","0","out","Female","Right-handed","3","yes","left","s","785.439591884","506.248041638","23","red","3"
"86","59","19","1122.19227506","1","1","0","21","1","left","1","out","Female","Right-handed","3","yes","left","d","592.518578313","633.313737548","23","green","3"
"100","100","19","523.478544215","1","1","1","22","2","right","1","in","Female","Right-handed","3","no","right","d","500.610804884","546.346283547","23","green","3"
"100","100","19","596.88641852","1","1","1","23","3","left","3","in","Female","Right-handed","3","no","left","d","658.866196056","681.722389592","23","green","1"
"100","100","19","606.401012784","1","1","1","24","1","right","2","in","Female","Right-handed","3","no","right","d","410.050041421","840.810361202","23","green","3"
"100","75","19","607.455716246","1","0","1","25","0","left","3","out","Female","Right-handed","3","no","left","s","667.006626318","554.233026953","23","red","0"
"100","80","19","567.731927059","1","1","1","26","3","right","0","in","Female","Right-handed","3","no","right","s","456.360244367","361.313296249","23","red","3"
"100","83","19","582.978273264","1","1","1","27","0","right","1","in","Female","Right-handed","3","no","right","d","725.616633892","592.80337469","23","green","2"
"100","71","19","596.547604272","1","0","1","28","1","right","0","out","Female","Right-handed","3","no","right","s","929.965744261","425.961436384","23","green","1"
"100","75","19","595.239819091","1","1","1","29","0","left","3","in","Female","Right-handed","3","no","left","s","579.110056162","593.060589483","23","red","2"
"100","77","19","621.158095033","1","1","1","30","3","left","3","in","Female","Right-handed","3","no","left","d","870.629313431","786.379291705","23","green","0"
"100","80","19","614.094005902","1","1","1","31","1","left","3","out","Female","Right-handed","3","no","left","d","507.477348583","593.557058863","23","red","2"
"100","81","19","597.844267978","1","1","1","32","1","left","1","out","Female","Right-handed","3","no","left","d","389.796142874","480.89763461","23","red","2"
"100","83","19","601.024385049","1","1","1","33","1","right","1","out","Female","Right-handed","3","no","right","d","454.010032641","818.001313019","23","green","3"
"100","84","19","599.668931592","1","1","1","34","1","right","2","out","Female","Right-handed","3","no","right","s","861.486002163","305.320978048","23","green","1"
"100","78","19","620.832521806","1","0","1","35","0","left","3","in","Female","Right-handed","3","no","left","d","1143.43218785","648.486201331","23","green","0"
"100","80","19","612.196598031","1","1","1","36","2","right","1","in","Female","Right-handed","3","no","right","s","628.7659753","353.821355064","23","red","3"
"100","81","19","610.811625226","1","1","1","37","3","right","2","in","Female","Right-handed","3","no","right","d","619.106951635","560.967114667","23","red","3"
"100","82","19","612.432734162","1","1","1","38","3","right","1","out","Female","Right-handed","3","no","right","d","580.251486739","696.489467518","23","red","2"
"100","83","19","612.442263429","1","1","1","39","0","left","2","in","Female","Right-handed","3","no","left","s","799.627455504","425.581066433","23","green","0"
"100","78","19","618.66618566","1","0","1","40","0","right","3","in","Female","Right-handed","3","no","right","s","756.724867126","704.668704508","23","red","0"
"100","75","19","624.291929774","1","0","1","41","0","left","3","in","Female","Right-handed","3","no","left","s","572.410926543","889.951209363","23","red","1"
"100","76","19","624.21825123","1","1","1","42","1","left","1","out","Female","Right-handed","3","no","left","s","652.160331374","593.329029303","23","green","3"
"100","77","19","616.117967109","1","1","1","43","1","left","2","out","Female","Right-handed","3","no","left","d","507.581581507","384.442419658","23","red","3"
"100","78","19","613.972807772","1","1","1","44","2","left","2","out","Female","Right-handed","3","no","left","d","723.692654632","409.86595006","23","green","0"
"100","75","19","611.452714444","1","0","1","45","2","left","2","out","Female","Right-handed","3","no","left","d","546.039357723","560.941778065","23","red","1"
"100","76","19","606.621702191","1","1","1","46","0","left","3","in","Female","Right-handed","3","no","left","d","557.286891009","424.067925225","23","red","2"
"100","76","19","600.234392071","1","1","1","47","0","left","3","out","Female","Right-handed","3","no","left","s","543.515638303","337.587639835","23","red","1"
"100","77","19","606.847034628","1","1","1","48","2","right","0","in","Female","Right-handed","3","no","right","s","892.785703239","664.765779016","23","red","3"
"100","78","19","603.288845122","1","1","1","49","2","right","3","out","Female","Right-handed","3","no","right","s","550.136833772","464.298623119","23","green","2"
"100","79","19","609.978199782","1","1","1","50","3","right","3","out","Female","Right-handed","3","no","right","d","897.368423583","697.191836982","23","red","1"
"100","80","19","612.992386934","1","1","1","51","3","right","3","out","Female","Right-handed","3","no","right","d","632.436898188","768.370730482","23","green","1"
"100","80","19","611.037084187","1","1","1","52","2","left","3","out","Female","Right-handed","3","no","left","d","622.056262044","482.699741522","23","red","1"
"100","81","19","610.315737133","1","1","1","53","2","left","3","out","Female","Right-handed","3","no","left","d","574.943626038","600.964330835","23","green","1"
"100","81","19","611.267829792","1","1","1","54","3","left","2","in","Female","Right-handed","3","no","left","d","715.192700998","568.276888807","23","green","3"
"100","82","19","612.219000088","1","1","1","55","2","right","3","out","Female","Right-handed","3","no","right","d","797.522912791","489.692326897","23","red","0"
"100","82","19","610.646171222","1","1","1","56","2","right","3","in","Female","Right-handed","3","no","right","s","737.693861185","376.646118355","23","red","0"
"100","83","19","608.238131265","1","1","1","57","2","right","0","out","Female","Right-handed","3","no","right","s","488.0175445","559.895921033","23","red","3"
"100","83","19","614.822718795","1","1","1","58","2","left","3","in","Female","Right-handed","3","no","left","d","726.395333972","977.340405778","23","red","0"
"100","84","19","613.394603888","1","1","1","59","2","left","3","out","Female","Right-handed","3","no","left","s","800.580625451","320.528079203","23","green","2"
"100","84","19","617.213588488","1","1","1","60","1","right","0","out","Female","Right-handed","3","no","right","d","556.679774367","967.990232253","23","red","3"
"100","85","19","620.371240759","1","1","1","61","0","left","3","in","Female","Right-handed","3","no","left","d","773.086227564","713.953131111","23","green","2"
"100","85","19","622.802464108","1","1","1","62","3","right","3","out","Female","Right-handed","3","no","right","d","663.186249469","776.916546631","23","red","2"
"100","85","19","625.376763806","1","1","1","63","1","left","1","out","Female","Right-handed","3","no","left","s","835.608336958","626.237765886","23","red","0"
"100","86","19","624.345593503","1","1","1","64","0","right","2","out","Female","Right-handed","3","no","right","d","769.74820855","392.324673041","23","red","1"
"100","86","19","622.675489378","1","1","1","65","3","left","1","in","Female","Right-handed","3","no","left","s","628.911259933","472.81076404","23","red","3"
"100","84","19","622.385880371","1","0","1","66","0","left","1","in","Female","Right-handed","3","no","left","d","497.148347815","722.137820296","23","green","3"
"100","84","19","621.820810694","1","1","1","67","0","right","3","out","Female","Right-handed","3","no","right","s","519.483697484","673.301652947","23","red","2"
"100","85","19","620.721128819","1","1","1","68","1","left","0","out","Female","Right-handed","3","no","left","s","579.6533502","560.618174961","23","green","2"
"100","85","19","621.287086606","1","1","1","69","0","right","1","out","Female","Right-handed","3","no","right","s","933.982720424","361.791484785","23","green","0"
"100","85","19","618.03777719","1","1","1","70","3","left","3","out","Female","Right-handed","3","no","left","s","483.134312613","441.007537825","23","red","2"
"100","86","19","616.487870336","1","1","1","71","1","left","3","out","Female","Right-handed","3","no","left","s","664.407538512","416.677330504","23","green","1"
"100","86","19","613.844255349","1","1","1","72","3","left","0","out","Female","Right-handed","3","no","left","d","633.714633383","329.612378613","23","green","1"
"100","84","19","612.853377644","1","0","1","73","0","right","0","in","Female","Right-handed","3","no","right","s","755.910888227","368.726341141","23","red","1"
"100","83","19","614.445643582","1","0","1","74","0","right","3","in","Female","Right-handed","3","no","right","s","896.337640239","498.149304505","23","red","1"
"100","83","19","624.369534892","1","1","1","75","3","right","2","out","Female","Right-handed","3","no","right","d","963.425472","1337.24607658","23","red","0"
"100","83","19","622.216987738","1","1","1","76","3","left","3","in","Female","Right-handed","3","no","left","s","451.344556495","560.614326358","23","green","1"
"100","83","19","620.014072933","1","1","1","77","1","left","3","out","Female","Right-handed","3","no","left","s","451.836215128","545.871302165","23","green","2"
"100","84","19","617.084959684","1","1","1","78","0","left","3","in","Female","Right-handed","3","no","left","d","529.160681297","376.948554185","23","red","1"
"100","84","19","613.380682836","1","1","1","79","2","left","0","in","Female","Right-handed","3","no","left","s","436.30903872","368.16476626","23","red","2"
"100","84","19","611.367419894","1","1","1","80","3","left","2","in","Female","Right-handed","3","no","left","d","579.597545497","409.598793078","23","red","1"
"100","85","19","610.848946622","1","1","1","81","3","right","3","out","Female","Right-handed","3","no","right","s","815.907033219","344.611013978","23","green","0"
"100","83","19","617.050860778","1","0","1","82","1","left","3","out","Female","Right-handed","3","no","left","s","882.057410199","1096.27401005","23","green","2"
