"acc_1","acc_2","age","avg_rt","correct_1","correct_2","count_block_loop","count_trial_sequence","cue_position","detection","dis_position","dis_shape","gender","hand","high_loc","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position"
"0","0","19","1979.9653113","0","0","0","0","3","right","3","in","Female","Right-handed","0","yes","None","s","3000.08210348","959.848519124","16","green","2"
"50","50","19","1340.23138745","1","1","0","1","1","left","2","in","Female","Right-handed","0","yes","left","s","927.018999559","473.975927656","16","red","1"
"66","66","19","1146.19259613","1","1","0","2","1","left","0","out","Female","Right-handed","0","yes","left","s","938.725478394","577.504548564","16","red","3"
"75","50","19","1052.93929603","1","0","0","3","2","left","0","in","Female","Right-handed","0","yes","left","s","984.104961593","562.253829907","16","green","1"
"80","60","19","990.991101073","1","1","0","4","2","right","3","in","Female","Right-handed","0","yes","right","s","1100.72299154","385.673650919","16","red","0"
"83","66","19","950.970894854","1","1","0","5","1","left","0","out","Female","Right-handed","0","yes","left","s","964.343363099","537.396364409","16","green","1"
"85","71","19","909.751545842","1","1","0","6","0","left","3","out","Female","Right-handed","0","yes","left","d","683.014877723","641.856025817","16","red","2"
"87","75","19","896.721678391","1","1","0","7","1","left","1","in","Female","Right-handed","0","yes","left","s","945.4265323","665.598680178","16","red","2"
"88","66","19","903.934028153","1","0","0","8","2","right","3","out","Female","Right-handed","0","yes","right","s","1297.06701406","626.198638434","16","green","0"
"90","70","19","871.746658209","1","1","0","9","1","right","0","in","Female","Right-handed","0","yes","right","s","834.549009829","329.571647599","16","green","1"
"90","72","19","872.151084834","1","1","0","10","3","right","3","out","Female","Right-handed","0","yes","right","s","1087.32761879","665.063083376","16","green","2"
"91","75","19","872.33978893","1","1","0","11","2","left","0","in","Female","Right-handed","0","yes","left","s","1090.9616593","657.869408664","16","green","1"
"92","69","19","876.578829525","1","0","0","12","3","right","0","out","Female","Right-handed","0","yes","right","s","621.511364414","1233.38326893","16","green","2"
"92","71","19","870.399554312","1","1","0","13","3","left","2","in","Female","Right-handed","0","yes","left","s","842.085851356","738.052101718","16","red","1"
"93","73","19","851.151121581","1","1","0","14","0","left","1","in","Female","Right-handed","0","yes","left","s","849.601846305","313.7442804","16","green","0"
"93","75","19","837.781933996","1","1","0","15","2","right","0","out","Female","Right-handed","0","yes","right","s","809.1559475","465.332292923","16","green","2"
"94","70","19","849.549701544","1","0","0","16","0","left","1","in","Female","Right-handed","0","yes","left","s","1177.97754152","897.690423124","16","red","3"
"94","66","19","832.824382718","1","0","0","17","0","left","1","out","Female","Right-handed","0","yes","left","d","591.43519745","505.552727904","16","green","2"
"94","68","19","849.680177125","1","1","0","18","3","left","2","in","Female","Right-handed","0","yes","left","s","1560.13485492","746.034097974","16","green","3"
"95","70","19","832.82652083","1","1","0","19","0","left","3","in","Female","Right-handed","0","yes","left","s","679.608546081","345.605556358","16","green","1"
"95","71","19","847.674194084","1","1","0","20","3","right","2","out","Female","Right-handed","0","yes","right","d","1376.08807135","913.167246996","16","green","0"
"95","72","19","854.700228031","1","1","0","21","3","right","2","in","Female","Right-handed","0","yes","right","d","1050.86341733","953.630464501","16","green","3"
"100","100","19","755.688150515","1","1","1","22","1","left","0","in","Female","Right-handed","0","no","left","d","821.635994915","689.740306116","16","red","3"
"100","100","19","732.539222845","1","1","1","23","3","left","2","out","Female","Right-handed","0","no","left","s","993.358278676","425.422311673","16","red","1"
"100","100","19","690.983671137","1","1","1","24","2","left","0","out","Female","Right-handed","0","no","left","s","701.823947718","513.921187725","16","red","3"
"100","100","19","667.871318532","1","1","1","25","1","right","2","in","Female","Right-handed","0","no","right","s","643.558069103","553.51045233","16","red","3"
"100","80","19","686.923708237","1","0","1","26","0","left","0","in","Female","Right-handed","0","no","left","d","1044.21977172","482.046762394","16","green","1"
"100","83","19","751.480347923","1","1","1","27","3","right","3","out","Female","Right-handed","0","no","right","s","1218.66205349","929.865039216","16","green","0"
"100","85","19","778.370813425","1","1","1","28","0","right","3","in","Female","Right-handed","0","no","right","d","1190.18914906","689.238063816","16","red","0"
"100","87","19","818.310964945","1","1","1","29","3","left","1","out","Female","Right-handed","0","no","left","s","1105.9965356","1089.78751558","16","green","0"
"100","88","19","835.099911967","1","1","1","30","0","right","0","out","Female","Right-handed","0","no","right","d","1257.4052675","681.41770878","16","red","2"
"100","90","19","847.390681319","1","1","1","31","0","right","0","in","Female","Right-handed","0","no","right","d","1026.02391201","889.991298958","16","green","3"
"100","90","19","841.59040243","1","1","1","32","2","right","0","in","Female","Right-handed","0","no","right","d","685.61845558","881.556771492","16","red","2"
"100","83","19","824.391057948","1","0","1","33","0","left","2","out","Female","Right-handed","0","no","left","s","997.165826877","273.230710416","16","green","0"
"100","84","19","822.298829918","1","1","1","34","1","left","0","out","Female","Right-handed","0","no","left","d","976.757342898","617.626844236","16","green","1"
"100","85","19","815.018270083","1","1","1","35","0","right","0","out","Female","Right-handed","0","no","right","d","639.357963752","801.384020684","16","red","2"
